WATER_SYSTEM_ID,WATER_SYSTEM_NAME,FACILITY_NAME,FACILITY_NUMBER,FACILITY_TYPE,SAMPLING_POINT_NAME,SAMPLING_POINT_ID,ANALYTE_CLASS,ANALYTE_NAME,COLLECTED_ON,CONCENTRATION,UNIT_OF_MEASURE,MEASURED_VALUE,MCL,MCL_UOM,RESIDUAL_CHLORINE_AMOUNT,RESIDUAL_CHLORINE_METHOD,DISCLAIMER
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2018-01-11,24.000000000,UG/L,24.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2018-01-11,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2018-01-11,7.200000000,UG/L,7.200000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOCHLOROACETIC ACID,2018-01-11,2.600000000,UG/L,2.600000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2018-01-11,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2018-01-11,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2018-01-11,2.300000000,UG/L,2.300000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2018-01-11,18.000000000,UG/L,18.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOCHLOROACETIC ACID,2018-01-11,3.200000000,UG/L,3.200000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TTHM,2018-01-11,7.200000000,UG/L,7.200000000,80.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOCHLOROMETHANE,2018-01-11,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2018-01-11,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2018-04-06,< 1.000000000,,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2018-04-06,18.000000000,UG/L,18.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2018-04-06,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOCHLOROACETIC ACID,2018-04-06,2.700000000,UG/L,2.700000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2018-04-06,22.000000000,UG/L,22.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2018-04-06,1.800000000,UG/L,1.800000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2018-04-06,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2018-04-06,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOCHLOROMETHANE,2018-04-06,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2018-04-06,6.400000000,UG/L,6.400000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TTHM,2018-04-06,6.400000000,UG/L,6.400000000,80.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TTHM,2018-07-06,6.200000000,UG/L,6.200000000,80.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOCHLOROMETHANE,2018-07-06,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2018-07-06,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2018-07-06,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2018-07-06,6.200000000,UG/L,6.200000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2018-07-06,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2018-07-06,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOCHLOROACETIC ACID,2018-07-06,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2018-07-06,24.000000000,UG/L,24.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2018-07-06,21.000000000,UG/L,21.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2018-07-06,2.600000000,UG/L,2.600000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOCHLOROACETIC ACID,2018-07-06,< 2.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOCHLOROMETHANE,2018-10-04,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2018-10-04,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2018-10-04,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2018-10-04,5.000000000,UG/L,5.000000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2018-10-04,23.000000000,UG/L,23.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOCHLOROACETIC ACID,2018-10-04,1.000000000,UG/L,1.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOCHLOROACETIC ACID,2018-10-04,3.000000000,UG/L,3.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2018-10-04,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2018-10-04,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2018-10-04,2.100000000,UG/L,2.100000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2018-10-04,18.000000000,UG/L,18.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TTHM,2018-10-04,5.000000000,UG/L,5.000000000,80.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TTHM,2019-01-03,42.000000000,UG/L,42.000000000,80.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOCHLOROMETHANE,2019-01-03,< 0.500000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2019-01-03,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMODICHLOROMETHANE,2019-01-03,3.500000000,UG/L,3.500000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOCHLOROACETIC ACID,2019-01-03,9.800000000,UG/L,9.800000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DICHLOROACETIC ACID,2019-01-03,51.000000000,UG/L,51.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TRICHLOROACETIC ACID,2019-01-03,36.000000000,UG/L,36.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2019-01-03,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2019-01-03,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOCHLOROACETIC ACID,2019-01-03,1.900000000,UG/L,1.900000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2019-01-03,97.000000000,UG/L,97.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2019-01-03,38.000000000,UG/L,38.000000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,TOTAL HALOACETIC ACIDS -HAA5-,2019-04-02,16.000000000,UG/L,16.000000000,60.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOFORM,2019-04-02,< 0.500000000,UG/L,0.000000000,1.000000000,MG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,CHLOROFORM,2019-04-02,5.100000000,UG/L,5.100000000,1.000000000,UG/L     ,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,BROMOCHLOROACETIC ACID,2019-04-02,1.200000000,UG/L,1.200000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,DIBROMOACETIC ACID,2019-04-02,< 1.000000000,UG/L,0.000000000,,,,,
HI0000215,UPPER KULA,UPPER KULA DIST SYSTEM,DS215,DS,NAALAE ROAD STAND PIPE 284,901,Disinfectant By Product,MONOBROMOACETIC ACID,2019-04-02,< 1.000000000,UG/L,0.000000000,,,,,
